user;cpu_percent;cpu_frequency;ram_percent;swap_memory_total;swap_memory_used;swap_memory_percent;upload_speed;download_speed;temperature;fans_speed;disk;gpu_usage;gpu_energy;timestamp
70:85:c2:d9:ea:11;15.1;3.7;80.7;16.0;12.31;76.9;8.14;5.01;89.8;4844.0;45.18;72.5;176.1;2026-09-01 19:17:12.478623
70:85:c2:d9:ea:11;16.0;3.9;80.7;16.0;12.38;77.4;8.15;4.97;90.0;4851.3;45.18;69.9;177.7;2026-09-01 19:17:22.470706
70:85:c2:d9:ea:11;9.8;3.9;79.5;16.0;12.28;76.8;8.19;5.22;90.5;4834.0;45.19;73.2;181.8;2026-09-01 19:17:32.472559
70:85:c2:d9:ea:11;14.2;3.7;80.5;16.0;12.33;77.1;8.23;5.27;89.8;4831.4;45.18;72.8;184.5;2026-09-01 19:17:42.473675
70:85:c2:d9:ea:11;12.8;3.8;80.7;16.0;12.35;77.2;8.01;4.92;88.9;4856.9;45.21;71.8;188.9;2026-09-01 19:17:52.462422
70:85:c2:d9:ea:11;10.4;3.8;79.8;16.0;12.31;76.9;8.1;5.03;89.6;4851.4;45.21;74.9;181.3;2026-09-01 19:18:02.467065
70:85:c2:d9:ea:11;10.1;3.8;80.2;16.0;12.31;76.9;8.26;5.1;89.1;4824.7;45.19;70.8;179.6;2026-09-01 19:18:12.460319
70:85:c2:d9:ea:11;13.0;3.8;81.6;16.0;12.37;77.3;8.17;4.95;90.0;4845.2;45.19;71.9;179.6;2026-09-01 19:18:22.478400
70:85:c2:d9:ea:11;15.5;3.8;81.4;16.0;12.32;77.0;8.1;5.12;90.6;4859.1;45.2;70.7;176.9;2026-09-01 19:18:32.479465
70:85:c2:d9:ea:11;16.6;3.8;80.3;16.0;12.29;76.8;7.99;5.35;90.0;4864.2;45.2;72.7;182.9;2026-09-01 19:18:42.476957
70:85:c2:d9:ea:11;13.0;3.9;80.7;16.0;12.32;77.0;8.44;5.25;89.5;4861.5;45.18;69.3;177.7;2026-09-01 19:18:52.470490
70:85:c2:d9:ea:11;9.3;3.7;80.7;16.0;12.36;77.2;8.41;5.17;90.2;4840.2;45.2;73.5;177.7;2026-09-01 19:19:02.474296
70:85:c2:d9:ea:11;13.1;3.8;81.2;16.0;12.35;77.2;8.25;5.0;89.8;4849.3;45.2;71.0;178.6;2026-09-01 19:19:12.473640
70:85:c2:d9:ea:11;12.0;3.9;81.9;16.0;12.42;77.6;8.25;5.09;90.5;4834.7;45.19;72.3;179.6;2026-09-01 19:19:22.462877
70:85:c2:d9:ea:11;16.9;3.8;80.4;16.0;12.29;76.8;8.37;4.93;90.9;4833.7;45.22;72.1;174.7;2026-09-01 19:19:32.463502
70:85:c2:d9:ea:11;13.9;3.8;82.6;16.0;12.42;77.6;8.04;5.09;90.6;4848.6;45.21;72.2;175.6;2026-09-01 19:19:42.476287
