user;cpu_percent;cpu_frequency;ram_percent;swap_memory_total;swap_memory_used;swap_memory_percent;upload_speed;download_speed;temperature;fans_speed;disk;gpu_usage;gpu_energy;timestamp
14:7f:ce:d1:b4:42;4.1;3.6;76.6;11.0;9.86;89.6;7.21;4.47;69.8;3822.3;38.33;99.8;226.0;2026-09-01 19:16:52.473681
14:7f:ce:d1:b4:42;18.0;3.5;77.1;11.0;9.87;89.7;7.76;4.28;68.3;3691.3;38.35;98.1;222.8;2026-09-01 19:17:02.470830
14:7f:ce:d1:b4:42;11.3;3.5;77.7;11.0;9.93;90.3;7.59;4.32;69.8;3791.6;38.35;98.4;222.9;2026-09-01 19:17:12.478623
14:7f:ce:d1:b4:42;9.0;3.6;77.6;11.0;9.92;90.2;7.64;4.14;68.9;3744.6;38.33;98.6;221.0;2026-09-01 19:17:22.470706
14:7f:ce:d1:b4:42;7.2;3.5;78.0;11.0;9.95;90.5;7.7;4.21;69.4;3751.1;38.36;100.0;228.2;2026-09-01 19:17:32.472559
14:7f:ce:d1:b4:42;14.5;3.5;76.8;11.0;9.88;89.8;7.57;4.19;69.6;3781.7;38.34;99.3;222.4;2026-09-01 19:17:42.473675
14:7f:ce:d1:b4:42;6.2;3.5;76.3;11.0;9.88;89.8;7.85;4.19;69.5;3805.3;38.34;99.0;222.6;2026-09-01 19:17:52.462422
14:7f:ce:d1:b4:42;12.3;3.5;77.3;11.0;9.9;90.0;7.67;4.28;69.4;3787.7;38.36;97.9;218.0;2026-09-01 19:18:02.467065
14:7f:ce:d1:b4:42;14.5;3.5;77.3;11.0;9.94;90.4;7.58;4.42;70.1;3820.4;38.36;98.3;219.8;2026-09-01 19:18:12.460319
14:7f:ce:d1:b4:42;11.3;3.5;76.9;11.0;9.88;89.8;7.74;4.13;69.7;3787.2;38.35;98.5;225.3;2026-09-01 19:18:22.478400
14:7f:ce:d1:b4:42;6.8;3.5;77.5;11.0;9.92;90.2;7.72;4.3;68.6;3705.0;38.35;97.0;219.5;2026-09-01 19:18:32.479465
14:7f:ce:d1:b4:42;6.7;3.5;77.8;11.0;9.96;90.5;7.82;4.39;69.8;3791.2;38.35;97.4;221.2;2026-09-01 19:18:42.476957
14:7f:ce:d1:b4:42;9.0;3.5;78.5;11.0;9.99;90.8;7.72;4.35;70.1;3816.5;38.36;100.0;227.2;2026-09-01 19:18:52.470490
14:7f:ce:d1:b4:42;15.1;3.5;78.8;11.0;10.01;91.0;7.48;4.25;67.2;3636.2;38.36;89.0;198.5;2026-09-01 19:19:02.474296
14:7f:ce:d1:b4:42;6.0;3.5;78.2;11.0;9.97;90.6;7.55;4.33;69.0;3733.6;38.37;98.1;223.1;2026-09-01 19:19:12.473640
14:7f:ce:d1:b4:42;9.1;3.5;78.7;11.0;10.02;91.1;7.59;4.42;68.6;3712.7;38.37;98.0;218.3;2026-09-01 19:19:22.462877
14:7f:ce:d1:b4:42;9.0;3.4;76.9;11.0;9.91;90.1;7.79;4.38;70.1;3855.9;38.36;98.7;218.8;2026-09-01 19:19:32.463502
14:7f:ce:d1:b4:42;12.5;3.4;76.8;11.0;9.89;89.9;7.61;4.49;69.8;3801.7;38.38;100.0;227.3;2026-09-01 19:19:42.476287
